test_lang,epoch,F1,precision,recall,accuracy,targ_lang,group
rom,19,0.888,0.88,0.896,0.989,rom,3
rom,20,0.884,0.874,0.896,0.989,rom,3
por,1,0.859,0.867,0.851,0.983,rom,3
por,2,0.867,0.875,0.859,0.984,rom,3
por,3,0.853,0.85,0.855,0.983,rom,3
por,4,0.856,0.862,0.85,0.983,rom,3
por,5,0.847,0.838,0.855,0.982,rom,3
por,6,0.852,0.837,0.868,0.983,rom,3
por,7,0.843,0.828,0.859,0.983,rom,3
por,8,0.838,0.835,0.842,0.981,rom,3
por,9,0.854,0.849,0.859,0.983,rom,3
por,10,0.853,0.84,0.866,0.983,rom,3
por,11,0.851,0.842,0.861,0.983,rom,3
por,12,0.831,0.826,0.837,0.981,rom,3
por,13,0.843,0.833,0.853,0.982,rom,3
por,14,0.847,0.842,0.851,0.982,rom,3
por,15,0.835,0.821,0.85,0.982,rom,3
por,16,0.833,0.825,0.84,0.981,rom,3
por,17,0.826,0.816,0.837,0.981,rom,3
por,18,0.831,0.822,0.84,0.981,rom,3
por,19,0.835,0.827,0.842,0.982,rom,3
por,20,0.833,0.825,0.84,0.981,rom,3
ger,1,0.749,0.76,0.739,0.971,rom,1
ger,2,0.751,0.756,0.747,0.97,rom,1
ger,3,0.784,0.773,0.794,0.974,rom,1
ger,4,0.771,0.776,0.765,0.972,rom,1
ger,5,0.784,0.751,0.819,0.974,rom,1
ger,6,0.761,0.741,0.781,0.971,rom,1
ger,7,0.766,0.743,0.791,0.97,rom,1
ger,8,0.774,0.763,0.785,0.972,rom,1
ger,9,0.762,0.76,0.763,0.97,rom,1
ger,10,0.766,0.754,0.778,0.971,rom,1
ger,11,0.761,0.749,0.773,0.97,rom,1
ger,12,0.761,0.744,0.778,0.97,rom,1
ger,13,0.758,0.733,0.786,0.971,rom,1
ger,14,0.768,0.75,0.788,0.971,rom,1
ger,15,0.76,0.74,0.781,0.971,rom,1
ger,16,0.759,0.741,0.778,0.971,rom,1
ger,17,0.755,0.731,0.78,0.97,rom,1
ger,18,0.755,0.733,0.778,0.97,rom,1
ger,19,0.753,0.731,0.777,0.97,rom,1
ger,20,0.754,0.732,0.777,0.97,rom,1
chi,1,0.782,0.769,0.795,0.969,rom,5
chi,2,0.755,0.731,0.782,0.964,rom,5
chi,3,0.78,0.751,0.812,0.969,rom,5
chi,4,0.751,0.738,0.766,0.967,rom,5
chi,5,0.769,0.731,0.811,0.966,rom,5
chi,6,0.756,0.734,0.779,0.964,rom,5
chi,7,0.768,0.721,0.823,0.964,rom,5
chi,8,0.751,0.718,0.787,0.964,rom,5
chi,9,0.758,0.727,0.791,0.964,rom,5
chi,10,0.746,0.705,0.791,0.965,rom,5
chi,11,0.743,0.706,0.784,0.965,rom,5
chi,12,0.759,0.725,0.798,0.965,rom,5
chi,13,0.76,0.72,0.806,0.965,rom,5
chi,14,0.754,0.717,0.796,0.965,rom,5
chi,15,0.762,0.725,0.803,0.964,rom,5
chi,16,0.757,0.719,0.8,0.965,rom,5
chi,17,0.769,0.73,0.812,0.965,rom,5
chi,18,0.764,0.726,0.806,0.964,rom,5
chi,19,0.758,0.72,0.8,0.964,rom,5
chi,20,0.76,0.722,0.802,0.964,rom,5
hrv,1,0.857,0.884,0.832,0.983,rom,2
hrv,2,0.862,0.894,0.832,0.982,rom,2
hrv,3,0.863,0.894,0.833,0.983,rom,2
hrv,4,0.875,0.909,0.844,0.984,rom,2
hrv,5,0.872,0.901,0.845,0.984,rom,2
hrv,6,0.858,0.885,0.833,0.982,rom,2
hrv,7,0.86,0.881,0.84,0.982,rom,2
hrv,8,0.865,0.895,0.836,0.984,rom,2
hrv,9,0.869,0.898,0.841,0.983,rom,2
hrv,10,0.875,0.903,0.849,0.984,rom,2
hrv,11,0.87,0.899,0.842,0.984,rom,2
hrv,12,0.856,0.882,0.831,0.982,rom,2
hrv,13,0.867,0.894,0.842,0.983,rom,2
hrv,14,0.862,0.89,0.836,0.983,rom,2
hrv,15,0.858,0.887,0.831,0.982,rom,2
hrv,16,0.862,0.888,0.837,0.983,rom,2
hrv,17,0.853,0.874,0.833,0.982,rom,2
hrv,18,0.858,0.885,0.832,0.982,rom,2
hrv,19,0.861,0.889,0.835,0.982,rom,2
hrv,20,0.858,0.885,0.833,0.982,rom,2
srb,1,0.878,0.911,0.847,0.982,rom,2
srb,2,0.865,0.893,0.839,0.979,rom,2
srb,3,0.876,0.905,0.848,0.981,rom,2
srb,4,0.884,0.923,0.848,0.982,rom,2
srb,5,0.878,0.906,0.852,0.981,rom,2
srb,6,0.867,0.887,0.848,0.979,rom,2
srb,7,0.864,0.881,0.848,0.978,rom,2
srb,8,0.87,0.9,0.843,0.981,rom,2
srb,9,0.875,0.905,0.846,0.981,rom,2
srb,10,0.886,0.916,0.857,0.983,rom,2
srb,11,0.878,0.908,0.85,0.982,rom,2
srb,12,0.87,0.896,0.846,0.98,rom,2
srb,13,0.876,0.903,0.85,0.981,rom,2
srb,14,0.87,0.894,0.847,0.98,rom,2
srb,15,0.869,0.9,0.84,0.98,rom,2
srb,16,0.867,0.894,0.841,0.98,rom,2
srb,17,0.865,0.889,0.843,0.979,rom,2
srb,18,0.866,0.892,0.842,0.98,rom,2
srb,19,0.87,0.9,0.843,0.981,rom,2
srb,20,0.865,0.891,0.84,0.98,rom,2
dan,1,0.848,0.843,0.852,0.988,rom,1
dan,2,0.832,0.835,0.829,0.986,rom,1
dan,3,0.819,0.803,0.836,0.986,rom,1
dan,4,0.811,0.809,0.813,0.985,rom,1
dan,5,0.815,0.797,0.834,0.985,rom,1
dan,6,0.815,0.79,0.842,0.985,rom,1
dan,7,0.817,0.791,0.844,0.985,rom,1
dan,8,0.794,0.786,0.803,0.984,rom,1
dan,9,0.812,0.806,0.818,0.985,rom,1
dan,10,0.827,0.812,0.842,0.986,rom,1
dan,11,0.817,0.8,0.834,0.986,rom,1
dan,12,0.813,0.791,0.836,0.986,rom,1
dan,13,0.816,0.787,0.847,0.986,rom,1
dan,14,0.819,0.8,0.839,0.986,rom,1
dan,15,0.812,0.789,0.836,0.986,rom,1
dan,16,0.822,0.8,0.844,0.987,rom,1
dan,17,0.814,0.79,0.839,0.985,rom,1
dan,18,0.814,0.79,0.839,0.986,rom,1
dan,19,0.823,0.802,0.844,0.986,rom,1
dan,20,0.82,0.797,0.844,0.986,rom,1
slk,1,0.827,0.778,0.883,0.973,slk,2
slk,2,0.838,0.81,0.867,0.977,slk,2
slk,3,0.854,0.821,0.89,0.978,slk,2
slk,4,0.857,0.82,0.897,0.979,slk,2
slk,5,0.861,0.813,0.915,0.977,slk,2
slk,6,0.855,0.818,0.895,0.979,slk,2
slk,7,0.853,0.815,0.895,0.978,slk,2
slk,8,0.858,0.828,0.89,0.979,slk,2
slk,9,0.855,0.818,0.895,0.98,slk,2
slk,10,0.863,0.835,0.892,0.98,slk,2
slk,11,0.874,0.846,0.904,0.981,slk,2
slk,12,0.855,0.828,0.883,0.98,slk,2
slk,13,0.866,0.838,0.897,0.982,slk,2
slk,14,0.861,0.833,0.89,0.981,slk,2
slk,15,0.868,0.838,0.899,0.981,slk,2
slk,16,0.862,0.831,0.897,0.981,slk,2
slk,17,0.879,0.853,0.906,0.982,slk,2
slk,18,0.867,0.83,0.906,0.981,slk,2
slk,19,0.867,0.835,0.902,0.981,slk,2
slk,20,0.864,0.831,0.899,0.981,slk,2
eng,1,0.666,0.611,0.73,0.961,slk,1
eng,2,0.674,0.661,0.687,0.965,slk,1
eng,3,0.696,0.688,0.705,0.965,slk,1
eng,4,0.681,0.668,0.694,0.964,slk,1
eng,5,0.624,0.587,0.665,0.958,slk,1
eng,6,0.654,0.642,0.665,0.961,slk,1
eng,7,0.627,0.614,0.64,0.96,slk,1
eng,8,0.642,0.648,0.637,0.961,slk,1
eng,9,0.646,0.624,0.669,0.961,slk,1
eng,10,0.645,0.66,0.629,0.962,slk,1
eng,11,0.648,0.628,0.669,0.961,slk,1
eng,12,0.683,0.662,0.705,0.965,slk,1
eng,13,0.678,0.653,0.705,0.965,slk,1
eng,14,0.678,0.667,0.691,0.965,slk,1
eng,15,0.679,0.681,0.676,0.964,slk,1
eng,16,0.667,0.672,0.662,0.964,slk,1
eng,17,0.67,0.683,0.658,0.964,slk,1
eng,18,0.653,0.637,0.669,0.963,slk,1
eng,19,0.661,0.667,0.655,0.963,slk,1
eng,20,0.661,0.663,0.658,0.963,slk,1
swe,1,0.895,0.86,0.934,0.993,slk,1
swe,2,0.882,0.856,0.909,0.993,slk,1
swe,3,0.899,0.875,0.924,0.993,slk,1
swe,4,0.879,0.856,0.904,0.993,slk,1
swe,5,0.869,0.82,0.924,0.993,slk,1
swe,6,0.889,0.862,0.919,0.994,slk,1
swe,7,0.853,0.825,0.883,0.993,slk,1
swe,8,0.873,0.854,0.893,0.993,slk,1
swe,9,0.878,0.845,0.914,0.994,slk,1
swe,10,0.877,0.852,0.904,0.994,slk,1
swe,11,0.882,0.853,0.914,0.993,slk,1
swe,12,0.886,0.85,0.924,0.994,slk,1
swe,13,0.885,0.872,0.898,0.994,slk,1
swe,14,0.899,0.891,0.909,0.994,slk,1
swe,15,0.897,0.886,0.909,0.994,slk,1
swe,16,0.893,0.877,0.909,0.994,slk,1
swe,17,0.886,0.868,0.904,0.994,slk,1
swe,18,0.882,0.853,0.914,0.994,slk,1
swe,19,0.883,0.864,0.904,0.994,slk,1
swe,20,0.883,0.864,0.904,0.994,slk,1
nor,1,0.865,0.816,0.921,0.989,slk,1
nor,2,0.872,0.833,0.914,0.988,slk,1
nor,3,0.867,0.834,0.903,0.99,slk,1
nor,4,0.874,0.841,0.91,0.991,slk,1
nor,5,0.833,0.775,0.9,0.987,slk,1
nor,6,0.864,0.822,0.91,0.989,slk,1
nor,7,0.847,0.815,0.882,0.988,slk,1
nor,8,0.877,0.847,0.91,0.989,slk,1
nor,9,0.856,0.822,0.892,0.988,slk,1
nor,10,0.864,0.833,0.896,0.989,slk,1
nor,11,0.86,0.823,0.9,0.989,slk,1
nor,12,0.87,0.833,0.91,0.99,slk,1
nor,13,0.866,0.832,0.903,0.989,slk,1
nor,14,0.866,0.834,0.9,0.989,slk,1
nor,15,0.867,0.837,0.9,0.989,slk,1
nor,16,0.867,0.839,0.896,0.988,slk,1
nor,17,0.872,0.845,0.9,0.989,slk,1
nor,18,0.869,0.837,0.903,0.989,slk,1
nor,19,0.873,0.846,0.903,0.989,slk,1
nor,20,0.875,0.848,0.903,0.989,slk,1
heb,1,0.616,0.552,0.697,0.952,slk,4
heb,2,0.639,0.629,0.649,0.964,slk,4
heb,3,0.616,0.568,0.672,0.957,slk,4
heb,4,0.632,0.607,0.658,0.962,slk,4
heb,5,0.603,0.547,0.672,0.957,slk,4
heb,6,0.632,0.598,0.67,0.961,slk,4
heb,7,0.621,0.597,0.647,0.961,slk,4
heb,8,0.63,0.626,0.633,0.964,slk,4
heb,9,0.632,0.607,0.658,0.961,slk,4
heb,10,0.623,0.594,0.654,0.959,slk,4
heb,11,0.622,0.597,0.649,0.961,slk,4
heb,12,0.622,0.597,0.649,0.962,slk,4
heb,13,0.605,0.588,0.622,0.959,slk,4
heb,14,0.593,0.585,0.601,0.961,slk,4
heb,15,0.599,0.583,0.615,0.961,slk,4
heb,16,0.617,0.598,0.638,0.961,slk,4
heb,17,0.619,0.604,0.636,0.961,slk,4
heb,18,0.599,0.561,0.642,0.957,slk,4
heb,19,0.61,0.585,0.638,0.959,slk,4
heb,20,0.613,0.583,0.647,0.959,slk,4
rom,1,0.811,0.779,0.845,0.979,slk,3
rom,2,0.794,0.791,0.797,0.983,slk,3
rom,3,0.804,0.798,0.81,0.981,slk,3
rom,4,0.802,0.796,0.809,0.982,slk,3
rom,5,0.81,0.797,0.822,0.982,slk,3
rom,6,0.776,0.787,0.766,0.981,slk,3
rom,7,0.778,0.798,0.758,0.981,slk,3
rom,8,0.789,0.825,0.756,0.982,slk,3
rom,9,0.797,0.812,0.783,0.981,slk,3
rom,10,0.79,0.815,0.766,0.981,slk,3
rom,11,0.789,0.797,0.781,0.982,slk,3
rom,12,0.787,0.798,0.778,0.982,slk,3
rom,13,0.792,0.807,0.778,0.982,slk,3
rom,14,0.799,0.814,0.785,0.983,slk,3
rom,15,0.789,0.805,0.774,0.983,slk,3
rom,16,0.786,0.811,0.762,0.982,slk,3
rom,17,0.772,0.798,0.749,0.982,slk,3
rom,18,0.774,0.78,0.768,0.982,slk,3
rom,19,0.781,0.798,0.764,0.982,slk,3
rom,20,0.781,0.797,0.766,0.982,slk,3
por,1,0.866,0.843,0.89,0.984,slk,3
por,2,0.861,0.847,0.875,0.984,slk,3
por,3,0.875,0.87,0.881,0.984,slk,3
por,4,0.863,0.854,0.872,0.984,slk,3
por,5,0.858,0.837,0.879,0.983,slk,3
por,6,0.865,0.855,0.875,0.984,slk,3
por,7,0.85,0.851,0.85,0.982,slk,3
por,8,0.868,0.874,0.862,0.983,slk,3
por,9,0.87,0.863,0.877,0.983,slk,3
por,10,0.859,0.859,0.859,0.982,slk,3
por,11,0.861,0.847,0.875,0.984,slk,3
por,12,0.847,0.832,0.862,0.983,slk,3
por,13,0.871,0.864,0.877,0.984,slk,3
por,14,0.859,0.849,0.87,0.983,slk,3
por,15,0.857,0.846,0.868,0.983,slk,3
por,16,0.864,0.857,0.872,0.983,slk,3
por,17,0.864,0.864,0.864,0.983,slk,3
por,18,0.871,0.86,0.883,0.984,slk,3
por,19,0.868,0.862,0.873,0.983,slk,3
por,20,0.863,0.856,0.87,0.983,slk,3
ger,1,0.753,0.692,0.827,0.969,slk,1
ger,2,0.769,0.75,0.79,0.972,slk,1
ger,3,0.781,0.744,0.822,0.971,slk,1
ger,4,0.782,0.746,0.822,0.973,slk,1
ger,5,0.784,0.721,0.86,0.972,slk,1
ger,6,0.8,0.762,0.842,0.974,slk,1
ger,7,0.786,0.751,0.824,0.974,slk,1
ger,8,0.779,0.762,0.796,0.973,slk,1
ger,9,0.793,0.749,0.842,0.974,slk,1
ger,10,0.793,0.76,0.83,0.974,slk,1
ger,11,0.794,0.756,0.837,0.974,slk,1
ger,12,0.785,0.768,0.803,0.973,slk,1
ger,13,0.778,0.74,0.819,0.973,slk,1
ger,14,0.773,0.745,0.803,0.973,slk,1
ger,15,0.786,0.751,0.825,0.974,slk,1
ger,16,0.78,0.736,0.83,0.974,slk,1
ger,17,0.792,0.756,0.83,0.974,slk,1
ger,18,0.785,0.733,0.843,0.973,slk,1
ger,19,0.788,0.747,0.834,0.973,slk,1
ger,20,0.787,0.744,0.835,0.973,slk,1
chi,1,0.759,0.704,0.823,0.963,slk,5
chi,2,0.773,0.753,0.795,0.969,slk,5
chi,3,0.759,0.723,0.799,0.966,slk,5
chi,4,0.783,0.757,0.811,0.969,slk,5
chi,5,0.765,0.699,0.844,0.966,slk,5
chi,6,0.785,0.749,0.825,0.969,slk,5
chi,7,0.78,0.737,0.829,0.968,slk,5
chi,8,0.774,0.732,0.82,0.968,slk,5
chi,9,0.779,0.737,0.827,0.966,slk,5
chi,10,0.757,0.711,0.81,0.964,slk,5
chi,11,0.766,0.724,0.812,0.967,slk,5
chi,12,0.765,0.741,0.791,0.966,slk,5
chi,13,0.761,0.719,0.807,0.965,slk,5
chi,14,0.752,0.71,0.799,0.965,slk,5
chi,15,0.754,0.703,0.812,0.966,slk,5
chi,16,0.765,0.726,0.808,0.967,slk,5
chi,17,0.769,0.736,0.806,0.968,slk,5
chi,18,0.749,0.7,0.806,0.965,slk,5
chi,19,0.762,0.722,0.807,0.967,slk,5
chi,20,0.757,0.713,0.806,0.966,slk,5
hrv,1,0.853,0.871,0.836,0.982,slk,2
hrv,2,0.851,0.888,0.816,0.982,slk,2
hrv,3,0.853,0.887,0.822,0.982,slk,2
hrv,4,0.865,0.906,0.827,0.982,slk,2
hrv,5,0.872,0.907,0.84,0.983,slk,2
hrv,6,0.86,0.897,0.827,0.982,slk,2
hrv,7,0.864,0.902,0.829,0.983,slk,2
hrv,8,0.866,0.915,0.823,0.982,slk,2
hrv,9,0.867,0.912,0.827,0.982,slk,2
hrv,10,0.867,0.915,0.824,0.982,slk,2
hrv,11,0.872,0.918,0.831,0.983,slk,2
hrv,12,0.854,0.897,0.815,0.981,slk,2
hrv,13,0.866,0.913,0.823,0.982,slk,2
hrv,14,0.863,0.91,0.82,0.982,slk,2
hrv,15,0.868,0.911,0.828,0.982,slk,2
hrv,16,0.868,0.91,0.829,0.983,slk,2
hrv,17,0.872,0.915,0.832,0.983,slk,2
hrv,18,0.874,0.915,0.837,0.983,slk,2
hrv,19,0.873,0.917,0.833,0.983,slk,2
hrv,20,0.875,0.918,0.836,0.983,slk,2
srb,1,0.864,0.882,0.846,0.979,slk,2
srb,2,0.873,0.91,0.839,0.98,slk,2
srb,3,0.863,0.899,0.829,0.977,slk,2
srb,4,0.864,0.9,0.831,0.979,slk,2
srb,5,0.874,0.904,0.846,0.98,slk,2
srb,6,0.878,0.914,0.844,0.979,slk,2
srb,7,0.875,0.919,0.835,0.979,slk,2
srb,8,0.879,0.925,0.836,0.979,slk,2
srb,9,0.882,0.923,0.845,0.98,slk,2
srb,10,0.872,0.918,0.83,0.979,slk,2
srb,11,0.875,0.918,0.836,0.979,slk,2
srb,12,0.867,0.911,0.828,0.979,slk,2
srb,13,0.868,0.913,0.828,0.979,slk,2
srb,14,0.87,0.919,0.827,0.979,slk,2
srb,15,0.875,0.916,0.837,0.98,slk,2
srb,16,0.88,0.924,0.84,0.98,slk,2
srb,17,0.875,0.92,0.834,0.979,slk,2
srb,18,0.881,0.92,0.846,0.98,slk,2
srb,19,0.876,0.921,0.835,0.98,slk,2
srb,20,0.876,0.92,0.835,0.98,slk,2
dan,1,0.85,0.824,0.878,0.989,slk,1
dan,2,0.838,0.831,0.844,0.987,slk,1
dan,3,0.84,0.828,0.852,0.988,slk,1
dan,4,0.846,0.841,0.852,0.988,slk,1
dan,5,0.834,0.814,0.855,0.987,slk,1
dan,6,0.845,0.833,0.857,0.987,slk,1
dan,7,0.807,0.801,0.813,0.986,slk,1
dan,8,0.83,0.829,0.831,0.987,slk,1
dan,9,0.837,0.833,0.842,0.987,slk,1
dan,10,0.836,0.84,0.831,0.987,slk,1
dan,11,0.846,0.841,0.852,0.988,slk,1
dan,12,0.837,0.827,0.847,0.987,slk,1
dan,13,0.842,0.838,0.847,0.988,slk,1
dan,14,0.845,0.846,0.844,0.988,slk,1
dan,15,0.847,0.847,0.847,0.988,slk,1
dan,16,0.84,0.843,0.836,0.988,slk,1
dan,17,0.842,0.846,0.839,0.988,slk,1
dan,18,0.843,0.84,0.847,0.988,slk,1
dan,19,0.827,0.828,0.826,0.987,slk,1
dan,20,0.836,0.836,0.836,0.988,slk,1
